name,address,city,state,stars,review_count,Name
Kwik-E Submarine,738 Huntington Ave,Boston,MA,3,20,Mission Hill
Bosburger,1501 Dorchester Ave,Boston,MA,4,79,Dorchester
Paradise Bakery & Cafe,"800 Boylston St, Ste FC 10",Boston,MA,4,102,Back Bay
City Winery,80 Beverly St,Boston,MA,3,303,West End
Happy Lamb Hot Pot,693 Washington St,Boston,MA,4,189,Downtown
Pink Taco Boston,374 Congress St,Boston,MA,3,170,South Boston Waterfront
Sage Restaurant,1395 Washington St,Boston,MA,3.5,65,South End
Burger King,1350 Boylston St,Boston,MA,2.5,10,Fenway
Dolce Vita Ristorante,221 Hanover St,Boston,MA,3.5,426,North End
Falafel King,"48 Winter St, Ste 1",Boston,MA,4,283,Downtown
Grille 705,705 Massachusetts Ave,Boston,MA,3.5,114,Roxbury
Despina's,"47 Massachusetts Ave, Ste A",Boston,MA,3.5,22,Back Bay
Ho Yuen Bakery,54 Beach St,Boston,MA,4,162,Chinatown
Shino Express Sushi,144 Newbury St,Boston,MA,4,9,Back Bay
606 Congress,"Renaissance Hotel, 606 Congress St",Boston,MA,3.5,36,South Boston Waterfront
Back Bay Social,867 Boylston St,Boston,MA,3.5,683,Back Bay
Barneys Grill,299 Havre St,Boston,MA,5,5,East Boston
Volle Nolle,351 Hanover St,Boston,MA,4.5,32,North End
Galleria Umberto,289 Hanover St,Boston,MA,4.5,644,North End
Charleys Philly Steaks,350 Longwood Ave,Boston,MA,3.5,11,Longwood
Thai Dish,270 Babcock St,Boston,MA,4.5,113,Allston
Bread + Butter,64 Cross St,Boston,MA,3.5,102,North End
Flour Bakery + Café,12 Farnsworth St,Boston,MA,4.5,1168,South Boston Waterfront
Laffa,31 St James Ave,Boston,MA,3,52,Back Bay
Subway,805 Harrison Ave,Boston,MA,3,5,South End
Phinista,96 Peterborough St,Boston,MA,5,42,Fenway
Anthony's Pier 4,200 Terminal B,Boston,MA,2,7,East Boston
The Cafe at Taj Boston,15 Arlington St,Boston,MA,3,77,Back Bay
Morning Salute,255 State St,Boston,MA,4.5,13,Downtown
Taste of the Town,"125 Summer St, Ste 120",Boston,MA,2.5,10,Downtown
Taste Cafe and Wine Bar,465 Huntington Ave,Boston,MA,2,12,Fenway
Estelle's Boston,782 Tremont St,Boston,MA,3.5,147,Roxbury
Capital One Café,129 Tremont St,Boston,MA,4.5,52,Downtown
Rainbow Cafe,60 Beach St,Boston,MA,4,28,Chinatown
Sunset Cantina,916 Commonwealth Ave,Boston,MA,3.5,633,NA
Zo Greek,92 State St,Boston,MA,4.5,116,Downtown
Bruegger's Bagels,644 Beacon St,Boston,MA,3,85,Fenway
Scorpion Bar Boston,"58 Seaport Blvd, Ste 200",Boston,MA,2.5,218,South Boston Waterfront
The Salty Pig,130 Dartmouth St,Boston,MA,4,1685,South End
Porters Bar & Grill,173 Portland St,Boston,MA,4,247,West End
Zia Gianna,1735-1741 Dorchester Ave,Boston,MA,4.5,71,Dorchester
Wichit,244 Newbury St,Boston,MA,3.5,216,Back Bay
Umai,412 Market St,Boston,MA,4,30,Brighton
Exotic Sushi & Tapas,184 High St,Boston,MA,2,8,Downtown
Bar 10,10 Huntington Ave,Boston,MA,3.5,120,Back Bay
Teriyaki House,32 W Broadway,Boston,MA,3,339,South Boston
Coco Leaf on Newbury,303 Newbury St,Boston,MA,4.5,89,Back Bay
Eat Kitchen,260 Washington St,Boston,MA,3,28,Beacon Hill
Wingz and Tingz,388 Blue Hill Ave,Boston,MA,2.5,36,Dorchester
House of Siam,592 Tremont St,Boston,MA,3.5,145,South End
Forum,775 Boylston St,Boston,MA,3.5,211,Back Bay
Dunkin',111 State St,Boston,MA,4,19,Downtown
Dorgan's Package Store,664 E Broadway,Boston,MA,4,5,South Boston
State Street Sushi,92 State St,Boston,MA,4.5,35,Downtown
Mj O'connor's - Boston,27 Columbus Ave,Boston,MA,3,269,Downtown
Wen’s Noodle & Ramen 过桥米线,145 Tremont St,Boston,MA,3.5,56,Downtown
Au Bon Pain,Copley Plz,Boston,MA,2.5,53,Bay Village
Cafe Broadway,402 W Broadway,Boston,MA,3,32,South Boston
Scopa,319 Hanover St,Boston,MA,4.5,250,North End
Estragon,700 Harrison Ave,Boston,MA,4,475,South End
Saté Asian Grill,89 South St,Boston,MA,3.5,35,Leather District
Tatte Bakery & Cafe,369 Huntington Ave,Boston,MA,4,53,Fenway
Roxy's Grilled Cheese & Burgers,21 Dry Dock Ave,Boston,MA,4.5,6,South Boston Waterfront
La Sanghita Cafe,389 Maverick St,Boston,MA,4.5,45,East Boston
Ziggy's Coffee Bar,102 Tremont St,Boston,MA,3.5,79,Downtown
Fugu Truck,NA,Boston,MA,4,58,Back Bay
Osushi,10 Huntington Ave,Boston,MA,3,224,Back Bay
Jay Bo Pizza,48 Winter St,Boston,MA,4,5,Downtown
Silk Road Express,1 Brighton Ave,Boston,MA,4,7,Allston
Baja Taco Truck,Saint Mary's St & Commonwealth Ave,Boston,MA,3,70,Fenway
Upper Crust Pizzeria,20 Charles St,Boston,MA,3.5,406,Beacon Hill
Giacomo's,431 Columbus Ave,Boston,MA,4,1299,South End
Lucy Ethiopian Cafe,334 Massachusetts Ave,Boston,MA,4,412,Back Bay
Rocca,500 Harrison Ave,Boston,MA,3.5,182,South End
U&D Kitchen,184 High St,Boston,MA,3.5,102,Downtown
honeygrow,100 Northern Ave,Boston,MA,3.5,57,South Boston Waterfront
Pavement Coffeehouse,1096 Boylston St,Boston,MA,4,425,Fenway
Water Cafe,100 Northern Ave,Boston,MA,3,16,South Boston Waterfront
The Black Rose,160 State St,Boston,MA,3.5,703,Downtown
Clarke's at Faneuil Hall,21 Merchants Row,Boston,MA,3,193,Downtown
Kneeland Cafe,75 Kneeland St,Boston,MA,4,19,Chinatown
Love Art Udon,1024 Commonwealth Ave,Boston,MA,4,145,NA
Backyard Betty's,170 West Broadway,Boston,MA,4,118,South Boston
Pizza Stop,851 Harrison Ave,Boston,MA,3.5,61,Roxbury
The Place,2 Broad St,Boston,MA,2,128,Downtown
sweetgreen,132 Brookline Ave,Boston,MA,4,92,Fenway
Terra at Eataly Boston,800 Boylston St,Boston,MA,3.5,294,Back Bay
Bluestone Lane High Street Coffee Shop,125 High St,Boston,MA,3,5,Downtown
Shaws,33 Kilmarnock St,Boston,MA,2.5,74,Fenway
Arirang House,162 Mass Ave,Boston,MA,2.5,40,Back Bay
Joy Luck Hot Pot Restuarant,702 Washington St,Boston,MA,3.5,75,Chinatown
Sal's Lunch,31 Thacher St,Boston,MA,2.5,7,North End
Grub,738 Huntington Ave,Boston,MA,4.5,51,Mission Hill
Irashai Sushi and Teriyaki,8 Kneeland St,Boston,MA,4,506,Chinatown
Cibo,326 Hanover St,Boston,MA,3.5,31,North End
The Ghost Walks,57 Stuart St,Boston,MA,3,72,Downtown
Hong Kong Eatery,79 Harrison Ave,Boston,MA,3.5,581,Chinatown
Woods Hill Pier 4,300 Pier 4 Blvd,Boston,MA,4,66,South Boston Waterfront
Cabana Grill,254 Bennington St,Boston,MA,4,20,East Boston
Mike's Pastry,300 Hanover St,Boston,MA,4,7298,North End
Stork Club,604 Columbus Ave,Boston,MA,3,38,Roxbury
North End Fish Market,99 Salem St,Boston,MA,4.5,301,North End
Il Pesce,800 Boylston St,Boston,MA,3,41,Back Bay
Old Town Trolley Tours of Boston,3 Park Plaza,Boston,MA,3.5,361,Downtown
Boloco,283 Longwood Ave,Boston,MA,3.5,116,Longwood
City Bar,425 Summer St,Boston,MA,3,52,South Boston Waterfront
Fairmont Battery Wharf,3 Battery Wharf,Boston,MA,4,79,North End
Kingston Grille & Bar,25 Kingston St,Boston,MA,3,47,Downtown
Sweet Life Bakery & Cafe,2243 Dorchester Ave,Boston,MA,3.5,206,Mattapan
China Pearl Restaurant,9 Tyler St,Boston,MA,3,573,Chinatown
Griddler's Burgers & Dogs,204 Cambridge St,Boston,MA,3,97,Beacon Hill
Ma Maison,272 Cambridge St,Boston,MA,4.5,245,Beacon Hill
Chinatown,NA,Boston,MA,4,62,Chinatown
The Dean's List,5 Blossom St,Boston,MA,3,45,West End
Wild Greens,100 Federal St,Boston,MA,3.5,17,Downtown
Red's Best Seafood at the Boston Public Market,100 Hanover St,Boston,MA,4.5,189,Downtown
Menton,354 Congress St,Boston,MA,4,488,South Boston Waterfront
Ecco Pizzeria,1147 Commonwealth Ave,Boston,MA,4,151,Allston
Pellino's Ristorante,2 Prince St,Boston,MA,4,327,North End
Original Kelly's Landing 11,81 L St,Boston,MA,3,7,South Boston
J.P. Licks,1106 Boylston St,Boston,MA,4,213,Fenway
Bar à vin 1855,259 Newbury St,Boston,MA,4.5,18,Back Bay
Cafeteria La Reina,80 Bennington St,Boston,MA,4.5,16,East Boston
Bruegger's Bagels,667 Vfw Pkwy,Boston,MA,2.5,62,West Roxbury
Pressed Sandwiches,225 Northern Ave,Boston,MA,3.5,17,South Boston Waterfront
North 26 Restaurant and Bar,26 North St,Boston,MA,3.5,186,Downtown
Neponset Cafe,400 Neponset Ave,Boston,MA,4.5,94,Dorchester
Giga's Pizza,27 Buswell St,Boston,MA,2,33,Fenway
BLR By Shojo,13A Hudson St,Boston,MA,4,253,Chinatown
Chung Wah,196 Border St,Boston,MA,3.5,11,East Boston
Luke's Lobster Seaport,53 Northern Ave,Boston,MA,4,78,South Boston Waterfront
FoMu,201 Brookline Ave,Boston,MA,4.5,13,Fenway
Land Of Pizza,445 W Broadway,Boston,MA,3.5,61,South Boston
Appleton Cafe,123 Appleton St,Boston,MA,3.5,204,South End
The Original Tremont Tearoom,333 Washington St,Boston,MA,3,210,Downtown
Camden Food,1 Harborside Dr,Boston,MA,1,26,East Boston
McDonald's,700 Atlantic Ave,Boston,MA,2,21,Downtown
The Tam,222 Tremont St,Boston,MA,3.5,348,Downtown
Tatte Bakery & Cafe,200 Pier Four Blvd,Boston,MA,4.5,85,South Boston Waterfront
Subway,1438 Commonwealth Ave,Boston,MA,4.5,7,Brighton
Lanta Asian Cuisine,38 Batterymarch St,Boston,MA,3.5,67,Downtown
Fenway Cantina,1260 Boylston St,Boston,MA,3,22,Fenway
Souper Salad of Beth Israel,364 Brookline Ave,Boston,MA,3.5,18,Longwood
Dunkin',70 E India Row,Boston,MA,1.5,7,Downtown
Hojoko Boston,1271 Boylston St,Boston,MA,3.5,396,Fenway
Rudi's Resto-Cafe,30 Rowes Wharf,Boston,MA,4,17,Downtown
Eastern Standard Kitchen & Drinks,528 Commonwealth Ave,Boston,MA,4,1890,Fenway
Tresca,233 Hanover St,Boston,MA,4,372,North End
Orfano,1391 Boylston St,Boston,MA,3.5,66,Fenway
Don Ricardo's Restaurant,57 W Dedham St,Boston,MA,4,57,South End
Famous Famiglia,1 Harborside Dr,Boston,MA,3,7,East Boston
SideBar & Grille,39 Dalton St,Boston,MA,3.5,31,Back Bay
Sepal,350 Longwood Ave,Boston,MA,3.5,49,Longwood
Chilacates Mexican Street Food,275 Shawmut Ave,Boston,MA,4.5,67,South End
Rio's Restaurant Buffet,157 Sutherland Rd,Boston,MA,3.5,10,Brighton
West End Pizza,252 Friend St,Boston,MA,3,12,West End
Roast Beast,1080 Commonwealth Ave,Boston,MA,4.5,478,Allston
Susan Deli of Course,42 Batterymarch  St,Boston,MA,3.5,16,Downtown
Ms Clucks Deluxe,401 Park Dr,Boston,MA,2.5,15,Fenway
Basho Express,700 Commonwealth Ave,Boston,MA,3,35,Fenway
Columbus Café,535 Columbus Ave,Boston,MA,3.5,130,South End
Cafe Landwer,900 Beacon St,Boston,MA,4,245,Fenway
Peking Tom's,25 Kingston St,Boston,MA,2.5,19,Downtown
Publico Street Bistro & Garden,11 Dorchester St,Boston,MA,4.5,184,South Boston
Metro Convenience,253 Summer St,Boston,MA,3,12,South Boston Waterfront
Avila,1 Charles St S,Boston,MA,3.5,143,Downtown
Globe Bar and Cafe,384 Boylston St,Boston,MA,3,355,Back Bay
Red Mango,334 Massachusetts Ave,Boston,MA,3.5,171,Back Bay
Griddler's Burgers & Dogs,134 Boylston St,Boston,MA,3.5,78,Downtown
The Oyster Club,79 Park Plz,Boston,MA,4,38,Downtown
Wen's Yunnan Noodle & Ramen,247 Newbury St,Boston,MA,3,223,Back Bay
Samurai Express,31 St James Ave,Boston,MA,3.5,58,Back Bay
King Dragon,964 Saratoga St,Boston,MA,3.5,5,East Boston
Pizza Pie-er,138 Old Colony Ave,Boston,MA,3,35,South Boston
Beta Burger,1437 Tremont St,Boston,MA,4,88,Mission Hill
Boloco Berklee,1080 Boylston St,Boston,MA,3.5,130,Fenway
The Living Room,101 Atlantic Ave,Boston,MA,3.5,334,North End
Panera Bread,115 Stuart St,Boston,MA,3,122,Downtown
Uno Due Go,52 Summer St,Boston,MA,3.5,233,Downtown
Hot Tomatoes,261 North St,Boston,MA,4,41,North End
Starbucks,"10 Huntington Ave, Ste D",Boston,MA,3.5,33,Back Bay
UNI,370 Commonwealth Ave,Boston,MA,3.5,450,Back Bay
Papas Roast Beef & Pizza,55 Causeway St,Boston,MA,2.5,10,West End
PS Gourmet Coffee,106 Dorchester St,Boston,MA,4,121,South Boston
Whole Foods Market,15 Westland Ave,Boston,MA,3.5,176,Fenway
Sakura Sunakku,"42 Beach St, Ste 101",Boston,MA,4,132,Chinatown
Red Barn Coffee Roasters,1 Faneuil Hall Sq,Boston,MA,3.5,58,Downtown
J.P. Licks,150 Charles St,Boston,MA,4,206,Beacon Hill
Enso Sushi,75 Kneeland St,Boston,MA,3,121,Chinatown
Gyroscope,305 Huntington Ave,Boston,MA,4.5,59,Fenway
Sebastians Café & Catering,126 High St,Boston,MA,3,25,Downtown
Sip Wine Bar And Kitchen,581 Washington St,Boston,MA,3.5,335,Downtown
Adam's Pizza & Convenience Store,120 Blackstone St,Boston,MA,2.5,13,Downtown
LUCIE drink + dine,120 Huntington Ave,Boston,MA,4.5,15,Back Bay
Mistral,223 Columbus Ave,Boston,MA,4,964,Back Bay
Craigie Burger,401 Park Dr,Boston,MA,3,20,Fenway
Pops Restaurant,560 Tremont St,Boston,MA,3.5,198,South End
L Street Diner & Pizzeria,108 L St,Boston,MA,4,108,South Boston
Zermatt Gelatria,"Food Court At Corner Mall, 417 Washington St",Boston,MA,4,9,Downtown
Big Guy's Cafe & Grill,100 City Hall Plz,Boston,MA,3.5,39,Downtown
Las Delicias Colombianas 2,1231 River St,Boston,MA,4,40,Hyde Park
Wahlburgers,300 Terminal Dr,Boston,MA,3,488,East Boston
Antojitos  Panaderia Chapinas,299 Hancock St,Boston,MA,3.5,16,Dorchester
Gyuhama,827 Boylston St,Boston,MA,3,5,Back Bay
Fromage Wine Bar and Restaurant,401 W Broadway,Boston,MA,4,99,South Boston
Modern Pastry Shop,257 Hanover St,Boston,MA,4,2042,North End
Sebastians Café & Catering,157 Seaport Blvd,Boston,MA,3,17,South Boston Waterfront
Crispy Dough Pizzeria,1514 Tremont St,Boston,MA,3,118,Mission Hill
Avery Bar,10 Avery Street,Boston,MA,3.5,38,Downtown
Tico’s Mexican Food,1 Harborside Dr,Boston,MA,2.5,13,East Boston
Oak Bar,"The Fairmont Copley Plaza, 138 St. James Ave",Boston,MA,3.5,180,South End
Taiwan Café,34 Oxford St,Boston,MA,3.5,1114,Chinatown
Sauciety,425 Summer St,Boston,MA,3,62,South Boston Waterfront
"Battery Wharf Hotel, Boston Waterfront",3 Battery Wharf,Boston,MA,2.5,108,North End
Papa’s Pizza Company,682 Huntington Ave,Boston,MA,3.5,23,Mission Hill
Longwood Grille & Bar,342 Longwood Ave,Boston,MA,2.5,99,Longwood
Taste of the Town,60 State St,Boston,MA,4,6,Downtown
Second Cup Coffee,97 Causeway St,Boston,MA,3.5,14,West End
Krasi,48 Gloucester St,Boston,MA,4.5,76,Back Bay
Emmet's Irish Pub & Restaurant,6 Beacon St,Boston,MA,4,297,Downtown
Johnny Rockets,"300 Terminal C Rd, Gate C28",Boston,MA,2.5,84,Charlestown
Blue Inc,131 Broad St,Boston,MA,3.5,147,Downtown
Quality Mart,21 Massachusetts Ave,Boston,MA,3.5,25,Back Bay
PEAK Event Services,"15 Elkins Street, Fl 4",Boston,MA,4,5,South Boston
New Market Pizza & Grill,850 Massachusetts Ave,Boston,MA,3.5,61,South Boston
Eventide - Fenway,1321 Boylston St,Boston,MA,4,336,Fenway
The Bagel Table,86 Guest St,Boston,MA,3.5,6,Brighton
Kim Kim BBQ,NA,Boston,MA,2,17,Beacon Hill
Sun-Ah's Cafe,503 Washington St,Boston,MA,3.5,6,Dorchester
Davio's Northern Italian Steakhouse - Seaport,50 Liberty Dr,Boston,MA,4,30,South Boston Waterfront
Sel de la Terre,774 Boylston St,Boston,MA,3.5,388,Back Bay
Waterline,296 State St,Boston,MA,3.5,60,Downtown
Cucchiello Bakery,356 Bennington St,Boston,MA,4.5,11,East Boston
Raphael's Restaurant,487 Washington St,Boston,MA,3.5,18,Dorchester
Rochambeau,900 Boylston St,Boston,MA,4,123,Back Bay
Lucky's Lounge,355 Congress St,Boston,MA,3.5,622,South Boston Waterfront
Massimino's,207 Endicott St,Boston,MA,3.5,375,North End
Souper Bowl,1 Brighton Ave,Boston,MA,3,20,Allston
POKE by Love Art,103 Beverly St,Boston,MA,4,25,West End
Cafe Corner,62 Harrison Ave,Boston,MA,4,51,Chinatown
Cafe Fleuri,250 Franklin St,Boston,MA,4,283,Downtown
Shun's Kitchen,520 Columbus Ave,Boston,MA,4,133,South End
BONAPITA,75 Spring St,Boston,MA,4.5,93,West Roxbury
Clover Food Truck,NA,Boston,MA,4,484,Chinatown
Cafe Province,26 Province St,Boston,MA,4,16,Downtown
Bostonian Market,570 Tremont St,Boston,MA,4,10,South End
Finagle-A-Bagel,1 Ctr Plz,Boston,MA,3,14,Downtown
Blackjack Pasta Bar,52 Queensberry St,Boston,MA,3,210,Fenway
Mi Rancho Restaurant,45 Meridian St,Boston,MA,3.5,24,East Boston
Saigon Alley,NA,Boston,MA,5,14,Back Bay
Ginza,16 Hudson St,Boston,MA,3.5,142,Chinatown
Bodega Canal,57 Canal St,Boston,MA,3,164,West End
Pedro's Tacos,55 Bromfield St,Boston,MA,4,211,Downtown
Penang,685 Washington St,Boston,MA,3.5,983,Downtown
Umbria Prime,295 Franklin St,Boston,MA,3,230,Downtown
Mangú,264 Hyde Park Ave,Boston,MA,5,10,Jamaica Plain
Rome Pizza & Grill,416 Tremont St,Boston,MA,3,93,South End
Rebel's Guild,200 Stuart St,Boston,MA,3.5,51,Bay Village
Finale,1 Columbus Ave,Boston,MA,3.5,602,Downtown
Great Bay,500 Commonwealth Ave,Boston,MA,3.5,48,Fenway
Hilton Boston Logan Airport,1 Hotel Dr,Boston,MA,3,263,East Boston
Pigalle,75 Charles St S,Boston,MA,3.5,237,Bay Village
Herrera's Burritos,8 Park Plz,Boston,MA,3,39,Downtown
Handy Cafe & Catering,554 Columbia Rd,Boston,MA,3,35,Dorchester
Boston Marriott Long Wharf,296 State St,Boston,MA,3.5,257,Downtown
Xiang‘s Hunan Kitchen,1032 Commonwealth Ave,Boston,MA,3,34,NA
The Black Rhino,21 Broad St,Boston,MA,3,7,Downtown
Ristorante Saraceno,286 Hanover St,Boston,MA,3.5,483,North End
Excelsior,272 Boylston St,Boston,MA,4,69,Downtown
Top Catch at Joe's Waterfront,100 Atlantic Ave,Boston,MA,3.5,39,Downtown
Pink Samurai,658 Centre St,Boston,MA,3,11,Jamaica Plain
Seiyo,"1721 Washington St, Unit C",Boston,MA,3.5,232,South End
Rabia's,73 Salem St,Boston,MA,3.5,641,North End
Montien Thai Restaurant,63 Stuart St,Boston,MA,3.5,451,Downtown
Harborside Grill & Patio,101 Harborside Dr,Boston,MA,3.5,110,East Boston
Bhindi Bazaar Cafe,95 Massachusetts Ave,Boston,MA,3.5,84,Back Bay
Slate Bar & Grill,109 High St,Boston,MA,3.5,148,Downtown
Moody's Delicatessen & Provisions,500 Boylston St,Boston,MA,3,72,Back Bay
Java House,566 E Broadway,Boston,MA,4,38,South Boston
Intermission Tavern,228 Tremont St,Boston,MA,3.5,339,Downtown
Quinzani's Bakery,380 Harrison Ave,Boston,MA,4.5,9,South End
Scali Cafe,147 Pearl St,Boston,MA,3.5,70,Downtown
Vanderbilt Kitchen & Bar,105 Water St,Boston,MA,3,46,Downtown
Select Cafe,2 Belgrade Ave,Boston,MA,2,11,Roslindale
Lucca Back Bay,116 Huntington Ave,Boston,MA,4,342,Back Bay
Zest Mediterranean Grille,1076 Boylston St,Boston,MA,4,149,Fenway
Minigrow By Honeygrow,125 Summer St,Boston,MA,3.5,35,Downtown
Chipotle,95 Allstate Rd,Boston,MA,1.5,6,Dorchester
Au Bon Pain,26 Park Plz,Boston,MA,3,80,Downtown
Charleys Philly Steaks,417 Washington St,Boston,MA,3,16,Downtown
J.P. Licks - Newbury St,173 Newbury St,Boston,MA,4,18,Back Bay
Rebecca's Cafe,1 Beacon St,Boston,MA,2,8,Downtown
Sullivan's Castle Island,2080 Day Blvd,Boston,MA,4,345,South Boston
Finagle-A-Bagel,129 Tremont St,Boston,MA,2.5,37,Downtown
Pushcart Pizzeria,117 Salem St,Boston,MA,3.5,271,North End
Nu Flav Restaurant,1100 Blue Hill Ave,Boston,MA,3,11,Dorchester
The Junction,110 Dorchester St,Boston,MA,4,83,South Boston
Loco Taqueria & Oyster Bar,412 W Broadway,Boston,MA,4,607,South Boston
Dora Taqueria,112 Stoughton St,Boston,MA,4,20,Dorchester
The Etc Cafe,70 Stanford St,Boston,MA,3,16,NA
Dudley Dough,2302 Washington St,Boston,MA,4,25,Roxbury
Fargo's Deli Of Course,451 D St,Boston,MA,3,27,South Boston Waterfront
Chipotle Mexican Grill,283 Washington St,Boston,MA,2,122,Downtown
Berkeley Perk Cafe,69 Berkeley St,Boston,MA,4,155,South End
Souper Salad,75 Federal St,Boston,MA,4,18,Downtown
Palm Restaurant,200 Dartmouth St,Boston,MA,3,91,Downtown
Hidden Kitchen,"535 Albany St, Fl 1",Boston,MA,4,31,South End
Ida's,3 Mechanic St,Boston,MA,4,32,North End
Sip Cafe,0 Post Office Sq,Boston,MA,4,169,Downtown
Mike & Patty's,12 Church St,Boston,MA,4.5,1756,Bay Village
Cafe Japonaise,1032 Commonwealth Ave,Boston,MA,4,63,NA
Ginger Park,1375 Washington St,Boston,MA,3,99,South End
Fisherman's Net,200 Faneuil Hall Market,Boston,MA,3,60,Downtown
Woody's Grill and Tap,58 Hemenway St,Boston,MA,4,286,Fenway
Avenue One,1 Ave De Lafayette,Boston,MA,3,70,Downtown
Cafe Mamtaz,87 L St,Boston,MA,3.5,108,South Boston
Al Pacino's Italian Kitchen,38 Brooks St,Boston,MA,3,5,Brighton
Tenoch Mexican,3 Lewis St,Boston,MA,4,324,North End
Via Matta,79 Park Plz,Boston,MA,3.5,293,Downtown
Caffè Nero,564 Tremont St,Boston,MA,3.5,99,South End
Churrascaria Vulcão,203 Adams St,Boston,MA,4,30,Dorchester
Anthem,138 Portland St,Boston,MA,4.5,22,West End
Capital One Café,310 Harrison Ave,Boston,MA,5,30,South End
Habibi's Lounge,1217A Commonwealth Ave,Boston,MA,3.5,146,Allston
Saigon Hut,305 Meridian St,Boston,MA,4,170,East Boston
Boston House of Pizza,956 American Legion Hwy,Boston,MA,2.5,28,Hyde Park
State Street Provisions,255 State St,Boston,MA,4,520,Downtown
Mangia,7 Ellery St,Boston,MA,1,8,South Boston
Crazy Dough's Pizza,100 Legends Way,Boston,MA,2.5,31,West End
sweetgreen,13 School St,Boston,MA,3.5,111,Downtown
Kelly's Roast Beef,1227 Commonwealth Ave,Boston,MA,3.5,85,Allston
Marlboro Market,45 Massachusetts Ave,Boston,MA,3.5,54,Back Bay
Tantric India Bistro,123 Stuart St,Boston,MA,3.5,289,Downtown
Bishop's Mediterranean,70 Staniford St,Boston,MA,4,98,West End
Falafel King,260 Washington St,Boston,MA,4,234,Downtown
Imperial Seafood Restaurant,70 Beach St,Boston,MA,4.5,7,Chinatown
Flirt Sushi,2 Broad St,Boston,MA,3,9,Downtown
Jeveli's Restaurant,387 Chelsea St,Boston,MA,4,235,East Boston
Caesar's Takeout,34 Essex St,Boston,MA,3.5,10,Downtown
Blunch,59 E Springfield St,Boston,MA,4.5,489,South End
Tora Ramen,99 Harrison Ave,Boston,MA,4.5,35,Chinatown
Domenic's,54 Salem St,Boston,MA,4.5,150,North End
Shabumaru,10 Huntington Ave,Boston,MA,3.5,140,Back Bay
Stillwater,120 Kingston St,Boston,MA,4.5,97,Chinatown
Chutney's,334 Massachusetts Ave,Boston,MA,3.5,89,Back Bay
The Bebop,1116 Boylston St,Boston,MA,4,117,Fenway
Blue Dragon,324 A St,Boston,MA,3.5,536,South Boston Waterfront
ArcLight Cinemas - Boston,60 Causeway St,Boston,MA,3,27,West End
McDonald's,870 Massachusetts Ave,Boston,MA,1.5,71,South Boston
Hilton Boston Back Bay,40 Dalton St,Boston,MA,3,242,Back Bay
Connolly's Pub,1 Hotel Dr,Boston,MA,2.5,117,East Boston
Boston Marriott Copley Place,110 Huntington Ave,Boston,MA,3.5,327,Back Bay
Poké Station and Kitchen,313 Huntington Ave,Boston,MA,3.5,30,Fenway
PURO ceviche bar,264 Newbury St,Boston,MA,4.5,205,Back Bay
Bristol Restaurant & Bar,200 Boylston St,Boston,MA,3.5,284,Downtown
Siraj Cafe,472 Shawmut Ave,Boston,MA,3.5,16,South End
Cafe Gigu,102 Meridian St,Boston,MA,4.5,36,East Boston
Nix's Mate,89 Broad St,Boston,MA,3,139,Downtown
Kala Thai Cookery,151 Hanover St,Boston,MA,4.5,160,Downtown
North Square Oyster,5 N Sq,Boston,MA,4,196,North End
Spirit of Boston,"200 Seaport Blvd, Commonwealth Pier",Boston,MA,3.5,145,South Boston Waterfront
Sfizi Italian Kitchen,135 Richmond St,Boston,MA,4,57,North End
Regal Express Sandwiches & More,85 Bedford St,Boston,MA,4,11,Downtown
Frozen Hoagies Truck,NA,Boston,MA,4,42,Fenway
Finch,"107 Merrimac St, The Boxer Boston",Boston,MA,3.5,34,West End
Trinity,61 Chatham St,Boston,MA,2,31,Downtown
Felcaro Pizzeria,280 Cambridge St,Boston,MA,3,173,Beacon Hill
Picco Pizza & Ice Cream,513 Tremont St,Boston,MA,4,1186,South End
Starbucks,700 Commonwealth Ave,Boston,MA,2,14,Fenway
Oliver's Street Cafe,260 Franklin St,Boston,MA,4,28,Downtown
Bad Dawgs,334 Massachusetts Ave,Boston,MA,3.5,12,Back Bay
Portofino's Italian Kitchen,71 Broad St,Boston,MA,2.5,6,Downtown
Bombay Club,1415 Washington St,Boston,MA,3.5,123,South End
Belle Isle Lobster & Seafood,1267 Saratoga St,Boston,MA,4.5,179,East Boston
Archie's New York Deli,101 Arch St,Boston,MA,4.5,177,Downtown
China King,60 Beach St,Boston,MA,3.5,155,Chinatown
W XYZ Bar,"401-403 D St, Aloft Boston Seaport District",Boston,MA,3.5,7,South Boston Waterfront
DaCoopas Pizza and Subs,474 Saratoga St,Boston,MA,4,81,East Boston
Elements Café,77 Avenue Louis Pasteur,Boston,MA,3,7,Longwood
Sal's Pizza,132 Brookline Ave,Boston,MA,3.5,31,Fenway
Feng Shui Sushi & Dumplings,1926 Beacon St,Boston,MA,3.5,73,Brighton
Robeks Fruit Smoothies,1 International Pl,Boston,MA,4,15,Downtown
Villa Francesca,150 Richmond St,Boston,MA,3,372,North End
Cafe Pulse,141 S Market St,Boston,MA,3.5,18,Downtown
Cindy's Planet,70 Tyler Street,Boston,MA,4,5,Chinatown
Pho Le Vietnamese Cuisine,1356 Dorchester Ave,Boston,MA,3.5,248,Dorchester
Yankee Lobster,300 Northern Ave,Boston,MA,4,1736,South Boston Waterfront
Mo'Rockin Fusion,100 Hanover St,Boston,MA,4.5,31,Downtown
